,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,cluster
3426,spotify:track:7AEAGTc8cReDqcbPoY9gwo,We Are Never Ever Getting Back Together,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:1EoDsNmgTLtmwe1BDAVxV5,Red,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2012-10-22,https://i.scdn.co/image/ab67616d0000b27396384c98ac4f3e7c2440f5b5,1,8,191880,https://p.scdn.co/mp3-preview/d07b7d66c4fa1ae6205a7c683aab466dd0ac2e03?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,USCJY1231018,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.628,0.676,7.0,-5.911,1.0,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,4.0,,"Big Machine Records, LLC","C © 2012 Apollo A-1 LLC, P ℗ 2012 Apollo A-1 LLC",1
3430,spotify:track:1l0d6figJdZJ2pJofLRMrF,Two Pina Coladas,spotify:artist:6RuIbUAQK9fmBq08AbY6XE,Brooks Jefferson,spotify:album:2d0u2yReCiVSyN3iCsogFM,Strummin' On Garth,spotify:artist:6RuIbUAQK9fmBq08AbY6XE,Brooks Jefferson,2015-03-13,https://i.scdn.co/image/ab67616d0000b273680ac0a0e8f39e6e2ae80406,1,20,215295,https://p.scdn.co/mp3-preview/d4ec3da24aab07d416651dba36706b29dbc139cc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,uscgj1501682,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.759,0.788,5.0,-5.11,1.0,0.0351,0.525,0.0,0.223,0.703,117.201,4.0,,Brooks Jefferson,"C 2015 Brooks Jefferson, P 2015 Brooks Jefferson",1
3432,spotify:track:5PRRthP9SLfbXB359MfIWv,I Will Wait,spotify:artist:3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,spotify:album:5tFS6ENAcvCW1V8uKYuk5m,Babel (Deluxe Version),spotify:artist:3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,2012-09-21,https://i.scdn.co/image/ab67616d0000b27383f859512262378f2aa50a22,1,3,276720,https://p.scdn.co/mp3-preview/c8431c43f3c566b61cb491486adc67472cbf5654?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,GBUM71204769,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"modern folk rock,modern rock,neo mellow,stomp and holler,uk americana",0.486,0.769,1.0,-5.14,1.0,0.0341,0.0119,0.00832,0.197,0.393,131.286,4.0,,Dew Process,"C © 2012 Mumford & Sons, P ℗ 2012 Mumford & Sons, Marketed and distributed under exclusive licence in Australia and New Zealand by Dew Process/Universal Music Australia",2
3433,spotify:track:6eIacmhkE82vZlMDnGS7aP,Bad (feat. Vassy) - Radio Edit,"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:3gk0OYeLFWYupGFRHqLSR7, spotify:artist:7HqEmV7FeCi16bQyHMpIrF","David Guetta, Showtek, VASSY",spotify:album:77UW17CZFyCaRLHdHeofZu,Listen,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2014-11-21,https://i.scdn.co/image/ab67616d0000b2733862d62a50dc6b928651bdeb,1,15,170625,https://p.scdn.co/mp3-preview/febdb0afbc31ab7afe87a58c42f4bde6d5f7f044?cid=9950ac751e34487dbbe027c4fd7f8e99,False,72,GB28K1400007,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,edm,pop,pop dance,classic hardstyle,dutch house,edm,electro house,euphoric hardstyle,pop dance,progressive electro house,australian dance",0.614,0.972,5.0,-3.927,0.0,0.088,0.00125,0.0186,0.328,0.411,127.966,4.0,,Parlophone (France),"C © 2014 What A Music Ltd, under exclusive licence to Parlophone/Warner Music France, A Warner Music Group Company, P ℗ 2014 What A Music Ltd, under exclusive licence to Parlophone/Warner Music France, A Warner Music Group Company",2
3450,spotify:track:2WJVFqVQ3ivhAoAQWzEzeL,Starstruck,spotify:artist:5vBSrE1xujD2FXYRarbAXc,Years & Years,spotify:album:6QrZRFMwgFNXV0d5N7ndUW,Starstruck,spotify:artist:5vBSrE1xujD2FXYRarbAXc,Years & Years,2021-04-08,https://i.scdn.co/image/ab67616d0000b27317cb524296459ba0fcfda8ec,1,1,207755,https://p.scdn.co/mp3-preview/5aff2bf6e18666bac1fa0bb6b9dad60f42318354?cid=9950ac751e34487dbbe027c4fd7f8e99,False,56,GBUM72101293,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"gauze pop,pop,uk pop",0.555,0.879,9.0,-2.484,0.0,0.0983,0.011,0.0,0.298,0.691,113.852,4.0,,Polydor Records,"C © 2021 Universal Music Operations Limited, P ℗ 2021 Universal Music Operations Limited",1
3461,spotify:track:1hOHz9pmlqNVxHE1fyzbkr,Let Me Love the Lonely,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,spotify:album:7oiJYvEJHsmYtrgviAVIBD,Back from the Edge,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,2016-10-28,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,1,10,172386,https://p.scdn.co/mp3-preview/1d7c0f2f6a41d1d624b7c436283ac5c9fb556f84?cid=9950ac751e34487dbbe027c4fd7f8e99,False,57,DEE861600594,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,talent show,uk pop",0.295,0.38,8.0,-7.903,1.0,0.0404,0.706,1.45e-06,0.143,0.122,178.103,4.0,,Columbia,P (P) 2016 Sony Music Entertainment Germany GmbH,0
3470,spotify:track:0aBKFfdyOD1Ttvgv0cfjjJ,More - RedOne Jimmy Joker Remix,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Usher,spotify:album:5GNPZT1Bxq0EP7PQDQmK3U,More,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Usher,2010-11-22,https://i.scdn.co/image/ab67616d0000b27398bf79b7ca17c9612f0470ac,1,1,219986,https://p.scdn.co/mp3-preview/949b282e22c207ca2f658045cc94b354de54d40d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USLF21000098,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",0.551,0.893,7.0,-2.628,1.0,0.0543,0.00166,0.0,0.348,0.794,125.083,4.0,,LaFace Records,"P (P) 2010 LaFace Records, a unit of Sony Music Entertainment",1
3474,spotify:track:7CHNIK6EGjnwpWkSpx6JZe,Medicine,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,spotify:album:6K8gvUTwVftCa3gd0MFtI4,Medicine,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,2021-03-05,https://i.scdn.co/image/ab67616d0000b273f9517c380a615cd75a375a57,1,1,208906,https://p.scdn.co/mp3-preview/7497f819ebb9b8dfe3bb65bacf26ab1a2c8bb465?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,DEE862100191,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,talent show,uk pop",0.306,0.74,10.0,-4.521,1.0,0.0532,0.232,0.0,0.0892,0.314,98.3,5.0,,Columbia Local,P (P) 2021 COLUMBIA a division of Sony Music Entertainment Germany GmbH,2
3475,spotify:track:3bC1ahPIYt1btJzSSEyyrF,Whistle,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,spotify:album:7eLwoxxWs6lfkVYJGkGNbk,Wild Ones,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2012-06-22,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,1,1,224653,https://p.scdn.co/mp3-preview/ea7012e8d63798a9bd4ec40e566cb81c5955d18f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,USAT21201745,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap",0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976,4.0,,Poe Boy/Atlantic,"C © 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",1
3481,spotify:track:6qI0MU175Dk2DeoUjlrOpy,911,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,spotify:album:05c49JgPmL4Uz2ZeqRx5SP,Chromatica,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2020-05-29,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,1,8,172133,https://p.scdn.co/mp3-preview/4f4548f7f1abd44a15b02e859b130539bff7719a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,68,USUM72004307,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"art pop,dance pop,pop",0.789,0.813,5.0,-4.563,1.0,0.0374,0.0294,2.07e-06,0.519,0.42,116.007,4.0,,Interscope,"C © 2020 Interscope Records, P ℗ 2020 Interscope Records",1
3490,spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),"spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Billie Eilish, Justin Bieber",spotify:album:6lMlX68jJrx67hiCqdiDvW,bad guy (with Justin Bieber),"spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Billie Eilish, Justin Bieber",2019-07-11,https://i.scdn.co/image/ab67616d0000b273a69b8b111a5fb8cb1c97e8eb,1,1,194839,https://p.scdn.co/mp3-preview/04628bb2dc9fb2179dfa9529abeca3a654613f5c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USUM71912813,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"art pop,electropop,pop,canadian pop,pop",0.67,0.453,0.0,-11.265,1.0,0.295,0.252,0.33,0.117,0.68,135.055,4.0,,Darkroom/Interscope Records,"C © 2019 Darkroom/Interscope Records, P ℗ 2019 Darkroom/Interscope Records",3
3494,spotify:track:5FljCWR0cys07PQ9277GTz,The Other Side,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,spotify:album:4PeZu0It7qVrTG40t3HM9A,Talk Dirty,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,2013-09-10,https://i.scdn.co/image/ab67616d0000b2730376bdff8b70d934f297303e,1,8,226986,https://p.scdn.co/mp3-preview/b2c287f5dae13995dcbd84eebdcc17c85f48d882?cid=9950ac751e34487dbbe027c4fd7f8e99,False,63,USWB11301002,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.561,0.836,9.0,-3.939,1.0,0.1,0.0525,0.0,0.136,0.517,127.923,4.0,,Beluga Heights/Warner Records,"C © 2014 Warner Records Inc., P ℗ 2013, 2014 Warner Records Inc.",2
3495,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Youngblood,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,spotify:album:16Qs4jnIyXe7jprnMNRddy,Youngblood,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,2018-04-12,https://i.scdn.co/image/ab67616d0000b273240353172d4b7f2feb8a3e2c,1,1,203417,https://p.scdn.co/mp3-preview/87357ede3ba123385a24c959696a6512b878430c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,71,GBUM71800366,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,pop",0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,4.0,,Capitol,"C © 2018 One Mode Productions Limited, under exclusive licence to Universal Music Operations Limited, P ℗ 2018 One Mode Productions Limited, under exclusive licence to Universal Music Operations Limited",2
3520,spotify:track:2x0RZdkZcD8QRI53XT4GI5,SOS (feat. Aloe Blacc),"spotify:artist:1vCWHaC5f2uS3yhpwWbIA6, spotify:artist:0id62QV2SZZfvBn9xpmuCl","Avicii, Aloe Blacc",spotify:album:6Ad1E9vl75ZB3Ir87zwXIJ,TIM,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,2019-06-06,https://i.scdn.co/image/ab67616d0000b273660ee24281a547103f466ff5,1,3,157202,https://p.scdn.co/mp3-preview/5f708e2e99298b3ff1842b5c2da565dbd7b1f608?cid=9950ac751e34487dbbe027c4fd7f8e99,False,76,SE5R71900201,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,pop,pop dance,pop soul,r&b",0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,4.0,,Universal Music AB,"C © 2019 Avicii Recordings AB, under exclusive license to Universal Music AB, P ℗ 2019 Avicii Recordings AB, under exclusive license to Universal Music AB",1
3533,spotify:track:4VIpspaQ1frWWzTj8suyHR,Torn Between Two Lovers,spotify:artist:6GlDsAkQHOmNgtUZdJ4Amq,Mary MacGregor,spotify:album:1EQEIZIv1DAyo62wmQlDhY,Essential Memories Of Love,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2010-02-09,https://i.scdn.co/image/ab67616d0000b2733185ef93fc7877cd929808c7,2,6,230426,https://p.scdn.co/mp3-preview/38768b315f1f452849d10acf38ac32f066f1b50b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,52,USAR17600005,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.552,0.343,10.0,-12.502,1.0,0.0309,0.73,9.94e-05,0.468,0.48,132.415,4.0,,RCA Records Label,"P Esta Compilación (P) 2010 Sony Music Entertainment México, S.A. De C.V.",0
3539,spotify:track:4SoXQCrPQplashFebNaUw3,Get It Right,"spotify:artist:5fMUXHkw8R8eOP2RNVYEZX, spotify:artist:0bdfiayQAKewqEvaU6rXCv","Diplo, MØ",spotify:album:4OyYFQn2rzwaT4PZNlWQY3,Get It Right,"spotify:artist:5fMUXHkw8R8eOP2RNVYEZX, spotify:artist:0bdfiayQAKewqEvaU6rXCv","Diplo, MØ",2017-11-15,https://i.scdn.co/image/ab67616d0000b27346c0e6131539bbb40830e6c0,1,1,172500,https://p.scdn.co/mp3-preview/0c0f5a7d5ba3cfe783b8f77edf587f3b2f1dd5f0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,QMUY41700264,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,electro house,moombahton,pop dance,danish pop,electropop,pop,pop dance",0.456,0.833,0.0,-4.242,1.0,0.0964,0.108,1.71e-05,0.0592,0.261,159.808,4.0,,Mad Decent,"C 2017 Mad Decent, P 2017 Mad Decent",2
3560,spotify:track:5gTzTrw6ORSPWK9qxVKCnf,Live It Up,spotify:artist:6PFydyUHMKD2jm5NXzRPiK,Mental As Anything,spotify:album:5iTdMXmcuJl7bqVIsIJ76D,Essential As Anything,spotify:artist:6PFydyUHMKD2jm5NXzRPiK,Mental As Anything,2015-10-02,https://i.scdn.co/image/ab67616d0000b273dd1b2cbb40cb1aa0e5e8484d,1,16,227826,https://p.scdn.co/mp3-preview/db49e24a207b9c0cc14b6ca39feaa684496195bb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,51,AUFE00800015,spotify:user:bradnumber1,2021-08-08T09:26:31Z,australian rock,0.675,0.897,7.0,-4.26,1.0,0.0282,0.291,0.0,0.0861,0.944,119.835,4.0,,Universal Music Australia Pty. Ltd.,"C © 2015 Syray Music, P This Compilation ℗ 2015 Syray Music",1
3571,spotify:track:3BSi5qoJGLab7rn7zfmTPA,A Groovy Kind of Love - 2016 Remaster,spotify:artist:4lxfqrEsLX6N1N4OCSkILp,Phil Collins,spotify:album:7yZHLfxqiGPbSQLrVJljah,The Singles (Expanded),spotify:artist:4lxfqrEsLX6N1N4OCSkILp,Phil Collins,2016-10-14,https://i.scdn.co/image/ab67616d0000b2737422ea855ab95313c190855d,2,2,210346,https://p.scdn.co/mp3-preview/7534ef014a769a3d7b48914986d0fa5e0d76e0b9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,52,USRH11603370,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"rock drums,soft rock",0.456,0.243,2.0,-12.19,1.0,0.0286,0.414,4.45e-06,0.116,0.19,144.131,4.0,,Rhino,"C © 2016 Philip Collins Ltd. under exclusive license to Rhino Entertainment Company, A Warner Music Group Company, P ℗ 2016 Philip Collins Ltd. under exclusive license to Rhino Entertainment Company, A Warner Music Group Company",0
3573,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Call Me Maybe,spotify:artist:6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,spotify:album:29blfJv8AddJrjuG3DpE13,Kiss (Deluxe),spotify:artist:6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,2012-01-01,https://i.scdn.co/image/ab67616d0000b273a111f7769013f1731e9c697c,1,3,193400,https://p.scdn.co/mp3-preview/c4a7b5e8b012344e607dc50991a32b4a00326739?cid=9950ac751e34487dbbe027c4fd7f8e99,False,77,CAB391100615,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian pop,dance pop,pop",0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4.0,,Silent Records IGA,"C © 2012 School Boy/Interscope Records, P ℗ 2012 School Boy/Interscope Records",1
3576,spotify:track:3XoflnowYPFRPOh3uFvHcm,Selfish Love (with Selena Gomez),"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","DJ Snake, Selena Gomez",spotify:album:0WvtxtkwXaFDLrmOl9mXDQ,Selfish Love (with Selena Gomez),"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","DJ Snake, Selena Gomez",2021-03-04,https://i.scdn.co/image/ab67616d0000b2730a4a6bb7959ab3a38ff60324,1,1,168648,https://p.scdn.co/mp3-preview/fc6a7e162b4b86e0416d1d0e5071802f54ed777c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,63,USUG12100197,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,electronic trap,pop,pop dance,pop,post-teen pop",0.723,0.646,5.0,-7.973,0.0,0.102,0.0206,0.352,0.0994,0.443,110.971,4.0,,DJ Snake Music Productions Limited,"C © 2021 DJ Snake Music Productions Limited, under exclusive license to Interscope Records, P ℗ 2021 DJ Snake Music Productions Limited, under exclusive license to Interscope Records",3
3603,spotify:track:3H3r2nKWa3Yk5gt8xgmsEt,This City,spotify:artist:6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer,spotify:album:5waiE6DS2ntWF3Q0yekJUm,This City,spotify:artist:6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer,2019-12-11,https://i.scdn.co/image/ab67616d0000b27370e6c775adc0f71e6bef0a9b,1,1,194853,https://p.scdn.co/mp3-preview/a99ee517ef722c12be72cdbe229bc7a1b5da4874?cid=9950ac751e34487dbbe027c4fd7f8e99,False,78,TCADL1840559,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian pop,singer-songwriter pop",0.605,0.377,11.0,-6.213,1.0,0.0443,0.733,0.0,0.0808,0.519,73.877,4.0,,RCA Records Label,P (P) 2019 Sony Music Entertainment UK Limited,0
3605,spotify:track:4vVTI94F9uJ8lHNDWKv0i2,Eenie Meenie,"spotify:artist:6S0dmVVn4udvppDhZIWxCr, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Sean Kingston, Justin Bieber",spotify:album:7yCXgxWLZZEAiVsISKN3BF,Eenie Meenie,"spotify:artist:6S0dmVVn4udvppDhZIWxCr, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Sean Kingston, Justin Bieber",2010-03-23,https://i.scdn.co/image/ab67616d0000b2734dea4c1cdf30c359dbaec318,1,1,201946,https://p.scdn.co/mp3-preview/921707d892e34a3b91b80b8396e4b30e11137179?cid=9950ac751e34487dbbe027c4fd7f8e99,False,78,USSM11000625,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,canadian pop,pop",0.72,0.607,1.0,-4.168,1.0,0.0322,0.0543,0.0,0.113,0.828,121.223,4.0,,Epic/Beluga Heights,P (P) 2010 Sony Music Entertainment,1
3611,spotify:track:7JrliUN3sfsROFTiczOIII,Arthur's Theme (Best That You Can Do),spotify:artist:695W5F2Ih8dYahLdjVOIoH,Christopher Cross,spotify:album:32lmUaLZd5G6yoXvMNLVUI,80s Love,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2020-02-14,https://i.scdn.co/image/ab67616d0000b2731f5f70f909bb5a8767d97f0d,1,14,233720,https://p.scdn.co/mp3-preview/18b07f296062f19ab56c006441f547802b51cdf9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,54,USWB10800109,spotify:user:bradnumber1,2021-10-30T21:35:44Z,"mellow gold,soft rock,yacht rock",0.463,0.663,9.0,-7.994,1.0,0.0382,0.157,2.22e-06,0.107,0.519,136.488,4.0,,Rhino,"C © 2020 This Compilation Rhino UK a division of Warner Music UK Ltd, P ℗ 2020 This Compilation Rhino UK a division of Warner Music UK Ltd",2
3614,spotify:track:51Of5p3lKZeOg6itfs4og4,Lovefool,spotify:artist:7ACEUD7UsmmXrnj4OLt8f9,twocolors,spotify:album:6UYWmM8RfG3DAKC7OyUPBT,Lovefool,spotify:artist:7ACEUD7UsmmXrnj4OLt8f9,twocolors,2020-05-08,https://i.scdn.co/image/ab67616d0000b273985af358f1143c69e4d56701,1,1,190487,https://p.scdn.co/mp3-preview/5f5f76327c1ffe4ee48122e3753d0bcb43030818?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,DEUM72001376,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,pop dance,pop edm",0.677,0.766,6.0,-6.896,1.0,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,4.0,,Virgin,"C © 2020 twocolors records, under exclusive license to Universal Music GmbH, P ℗ 2020 twocolors records, under exclusive license to Universal Music GmbH",2
3618,spotify:track:630sXRhIcfwr2e4RdNtjKN,Rewrite The Stars,"spotify:artist:6U1dBXJhC8gXFjamvFTmHg, spotify:artist:6sCbFbEjbYepqswM1vWjjs","Zac Efron, Zendaya",spotify:album:0mRqi6mOvyVVVEIfFFfWXU,Rewrite The Stars,"spotify:artist:6U1dBXJhC8gXFjamvFTmHg, spotify:artist:6sCbFbEjbYepqswM1vWjjs","Zac Efron, Zendaya",2017-11-17,https://i.scdn.co/image/ab67616d0000b273d44e723b677380dfbc899bcd,1,1,217440,https://p.scdn.co/mp3-preview/b59e1bd5efc1916ce39ce03f67dbbeb15ef62fc0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,76,USAT21704623,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"hollywood,movie tunes,post-teen pop,pop,post-teen pop",0.684,0.619,10.0,-7.005,1.0,0.0386,0.0716,0.0,0.122,0.284,125.046,4.0,,Atlantic Records,"C © 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. Motion Picture Artwork, Photos, and Fox Trademarks and Logos TM and © 2017 Twentieth Century Fox Film Corporation., P ℗ 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. Motion Picture Artwork, Photos, and Fox Trademarks and Logos TM and © 2017 Twentieth Century Fox Film Corporation.",2
3623,spotify:track:5sHlU2ejWIzJDHgSrwSxx6,Anywhere,spotify:artist:0gadJ2b9A4SKsB1RFkBb66,Passenger,spotify:album:3yg5NYJV92sXmJullf2Hzf,Young as the Morning Old as the Sea,spotify:artist:0gadJ2b9A4SKsB1RFkBb66,Passenger,2016-09-23,https://i.scdn.co/image/ab67616d0000b27376859fae6827a21052108d4b,1,4,216206,https://p.scdn.co/mp3-preview/38381cb757660cff3cf22a9432f73a7c83db3e94?cid=9950ac751e34487dbbe027c4fd7f8e99,False,59,GBMQN1500039,spotify:user:bradnumber1,2022-01-12T23:27:45Z,"folk-pop,neo mellow",0.598,0.622,7.0,-6.948,1.0,0.0285,0.0959,8.04e-05,0.0934,0.824,104.497,4.0,,Black Crow Records,"C 2016 Black Crow Records, P 2016 Black Crow Records",1
3624,spotify:track:3u1Er1rkjn1oSz1xdZH3ZD,Call It What You Want,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People,spotify:album:7Kmmw7Z5D2UD5MVwdm10sT,Torches,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People,2011-05-23,https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5,1,3,238786,https://p.scdn.co/mp3-preview/6fadfae86412a51fe3e759595a579d695bd5b7dc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,USSM11101700,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"indietronica,modern alternative rock,modern rock,rock",0.641,0.967,5.0,-4.289,0.0,0.0601,0.0483,0.000276,0.442,0.725,113.017,4.0,,Columbia,"P (P) 2010, 2011 Sony Music Entertainment",1
3629,spotify:track:72b7GzsnUAjsk5I56hLkjp,Flip A Switch. (feat. Coi Leray) - Remix,"spotify:artist:5KKpBU5eC2tJDzf0wmlRp2, spotify:artist:6AMd49uBDJfhf30Ak2QR5s","RAYE, Coi Leray",spotify:album:6il1IQ2A2yvZaGPgcqXDBd,Flip A Switch. (feat. Coi Leray) [Remix],"spotify:artist:5KKpBU5eC2tJDzf0wmlRp2, spotify:artist:6AMd49uBDJfhf30Ak2QR5s","RAYE, Coi Leray",2023-04-21,https://i.scdn.co/image/ab67616d0000b27373c1bf01c497d9e3e9913a28,1,1,201360,https://p.scdn.co/mp3-preview/24ed69be379a8a24fc12cb9622b6e09da4e2623d?cid=9950ac751e34487dbbe027c4fd7f8e99,True,66,QM6MZ2307127,spotify:user:bradnumber1,2023-06-14T04:37:14Z,"uk contemporary r&b,uk pop,new jersey underground rap,trap queen",0.697,0.538,1.0,-5.826,0.0,0.0455,0.0422,2.95e-05,0.208,0.49,94.049,4.0,,Human Re Sources,"C (C) 2023 Human Re Sources, P (P) 2023 RAYE under exclusive license to Human Re Sources",1
3630,spotify:track:7nRmfGNhHKEEu5o8yFXLXt,Magnets,"spotify:artist:6nS5roXSAGhTGr34W6n7Et, spotify:artist:163tK9Wjr9P9DmM0AVK7lm","Disclosure, Lorde",spotify:album:08ipn1MH7xqgoqhUbtvCTy,Caracal (Deluxe),spotify:artist:6nS5roXSAGhTGr34W6n7Et,Disclosure,2015-09-25,https://i.scdn.co/image/ab67616d0000b273e2f9df5c00476154a4fbdfff,1,6,199245,https://p.scdn.co/mp3-preview/02386616749d3fdf0ad712d002b733b68291b09f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,67,GBUM71503568,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,house,indietronica,uk dance,art pop,metropopolis,nz pop,pop",0.704,0.628,10.0,-7.882,0.0,0.162,0.0626,1.49e-06,0.103,0.654,92.005,4.0,,Universal-Island Records Ltd.,"C © 2015 Island Records, a division of Universal Music Operations Limited, P ℗ 2015 Island Records, a division of Universal Music Operations Limited",1
